delay,amplitude
1.0,2.120000000000001
1.2,1.5999999999999996
1.4,1.2799999999999994
1.5999999999999999,1.1599999999999993
1.7999999999999998,0.8800000000000008
1.9999999999999998,0.7599999999999998
2.1999999999999997,0.6799999999999997
2.3999999999999995,0.5200000000000005
2.5999999999999996,0.4400000000000004
2.8,0.4400000000000004
2.9999999999999996,0.4400000000000004
3.1999999999999993,0.40000000000000036
3.3999999999999995,0.40000000000000036
3.5999999999999996,0.27999999999999936
3.7999999999999994,0.3199999999999994
