delay,amplitude
1.0,2.92
1.2,2.5999999999999996
1.4,2.2799999999999994
1.5999999999999999,2.2399999999999993
1.7999999999999998,2.04
1.9999999999999998,1.8000000000000007
2.1999999999999997,1.6800000000000006
2.3999999999999995,1.5200000000000005
2.5999999999999996,1.4000000000000004
2.8,1.3199999999999994
2.9999999999999996,1.1999999999999993
3.1999999999999993,1.1199999999999992
3.3999999999999995,1.08
3.5999999999999996,0.879999999999999
3.7999999999999994,0.879999999999999
3.999999999999999,0.7999999999999989
