delay,amplitude
1.0,3.3599999999999994
1.05,2.6399999999999997
1.1,2.92
1.1500000000000001,2.8400000000000007
1.2000000000000002,2.6800000000000006
1.2500000000000002,2.76
1.3000000000000003,2.920000000000001
1.3500000000000003,2.8
1.4000000000000004,2.4000000000000004
1.4500000000000004,2.92
1.5000000000000004,2.5200000000000005
1.5500000000000005,2.3999999999999995
1.6000000000000005,2.6000000000000014
1.6500000000000006,2.7600000000000007
1.7000000000000006,2.7600000000000007
1.7500000000000007,2.24
1.8000000000000007,2.2799999999999994
1.8500000000000008,2.8000000000000007
1.9000000000000008,2.7199999999999998
1.9500000000000008,2.4400000000000004
2.000000000000001,2.8
2.0500000000000007,2.4399999999999995
2.100000000000001,2.4400000000000004
2.1500000000000012,2.5200000000000005
2.200000000000001,2.3200000000000003
2.250000000000001,2.88
2.300000000000001,2.5600000000000014
2.3500000000000014,2.5200000000000005
2.4000000000000012,2.2
2.450000000000001,2.12
2.5000000000000013,2.12
2.5500000000000016,2.3600000000000003
2.6000000000000014,2.160000000000001
2.6500000000000012,2.120000000000001
2.7000000000000015,2.3600000000000003
2.7500000000000018,2.12
2.8000000000000016,1.96
2.8500000000000014,2.16
2.9000000000000017,2.04
2.950000000000002,2.2800000000000002
3.0000000000000018,2.3600000000000003
3.0500000000000016,1.7599999999999998
3.100000000000002,1.92
3.150000000000002,2.000000000000001
3.200000000000002,2.2
3.2500000000000018,1.9200000000000008
3.300000000000002,1.88
3.3500000000000023,1.7999999999999998
3.400000000000002,1.7999999999999998
3.450000000000002,1.6400000000000006
3.500000000000002,1.6800000000000006
3.5500000000000025,1.7200000000000006
3.6000000000000023,1.6800000000000006
3.650000000000002,1.6400000000000015
3.7000000000000024,1.6800000000000006
3.7500000000000027,1.6000000000000014
3.8000000000000025,1.6800000000000006
3.8500000000000023,1.5600000000000014
3.9000000000000026,1.5600000000000005
3.950000000000003,1.5999999999999996
4.000000000000003,1.6000000000000014
4.0500000000000025,1.6400000000000015
4.100000000000003,1.6399999999999997
4.150000000000003,1.4400000000000004
4.200000000000003,1.5200000000000014
