delay,amplitude
1.2,0.33119999999999816
1.21,0.29600000000000026
1.22,0.3335999999999997
1.23,0.38239999999999785
1.24,0.38400000000000123
1.25,0.30079999999999973
1.26,0.23439999999999905
1.27,0.3224
1.28,0.2759999999999989
1.29,0.25040000000000084
1.3,0.2984000000000009
1.31,0.25920000000000165
1.32,0.3016000000000014
1.33,0.2600000000000007
1.34,0.28080000000000016
1.35,0.2927999999999997
1.36,0.28880000000000017
1.37,0.31759999999999966
1.3800000000000001,0.27280000000000015
1.3900000000000001,0.251199999999999
1.4000000000000001,0.2463999999999995
1.4100000000000001,0.24479999999999968
1.4200000000000002,0.2688000000000015
1.4300000000000002,0.2887999999999993
1.4400000000000002,0.32560000000000056
1.4500000000000002,0.25599999999999934
1.4600000000000002,0.2552000000000003
1.4700000000000002,0.256800000000001
1.4800000000000002,0.2967999999999993
1.4900000000000002,0.30319999999999947
1.5000000000000002,0.283199999999999
1.5100000000000002,0.21999999999999975
1.5200000000000002,0.20719999999999938
1.5300000000000002,0.19920000000000027
1.5400000000000003,0.17919999999999892
1.5500000000000003,0.27999999999999936
1.5600000000000003,0.22799999999999976
1.5700000000000003,0.21360000000000046
1.5800000000000003,0.24159999999999915
1.5900000000000003,0.2607999999999997
1.6000000000000003,0.23599999999999888
1.6100000000000003,0.24159999999999826
1.6200000000000003,0.2168000000000001
1.6300000000000003,0.23519999999999985
1.6400000000000003,0.1855999999999991
1.6500000000000004,0.19119999999999937
1.6600000000000004,0.21039999999999992
1.6700000000000004,0.23679999999999968
1.6800000000000004,0.2735999999999992
1.6900000000000004,0.25760000000000094
1.7000000000000004,0.24079999999999924
1.7100000000000004,0.2568000000000019
1.7200000000000004,0.18959999999999955
1.7300000000000004,0.20559999999999867
1.7400000000000004,0.19439999999999902
1.7500000000000004,0.2184000000000017
1.7600000000000005,0.16880000000000006
1.7700000000000005,0.22799999999999976
1.7800000000000005,0.2231999999999994
1.7900000000000005,0.1960000000000015
1.8000000000000005,0.18400000000000105
1.8100000000000005,0.18079999999999963
1.8200000000000005,0.20319999999999983
1.8300000000000005,0.18799999999999883
1.8400000000000005,0.20000000000000107
1.8500000000000005,0.18159999999999954
1.8600000000000005,0.20480000000000054
1.8700000000000006,0.22240000000000038
1.8800000000000006,0.15999999999999925
1.8900000000000006,0.15120000000000022
1.9000000000000006,0.18799999999999883
1.9100000000000006,0.186399999999999
1.9200000000000006,0.18400000000000016
1.9300000000000006,0.18959999999999955
1.9400000000000006,0.22720000000000073
1.9500000000000006,0.1943999999999999
1.9600000000000006,0.18320000000000025
1.9700000000000006,0.17600000000000016
1.9800000000000006,0.18560000000000088
1.9900000000000007,0.13439999999999852
